,x_1,x_109,x_113,x_12,x_124,x_127,x_144,x_16,x_18,x_2,x_25,x_27,x_28,x_30,x_33,x_38,x_42,x_44,x_45,x_52,x_55,x_57,x_59,x_60,x_62,x_64,x_67,x_68,x_7,x_70,x_71,x_73,x_77,x_78,x_8,x_80,x_83,x_89,x_91,x_99,y
2337,5228,0,1,71,91,1,5,2,999,7,58,94,-43,1,66.07,-0.22,20,856,-0.8,6,0.01,-0.3,82,0,0.03,1,1,0.03,600,217,1,0.11,1077,29,48,-0.31,18,0.02,-0.1,-0.49,0
2338,5191,1,0,200,41,1,5,67,999,1,33,94,-36,1,1.18,0.2,0,840,-0.8,5,0.0,-0.56,111,0,0.0,1,1,-0.01,333,23,0,0.11,1686,10,367,-0.31,168,0.02,-0.1,-0.26,0
2339,5191,0,5,961,100,1,5,17,999,7,42,94,-36,0,31.32,0.43,12,1527,-0.8,4,0.0,-0.56,112,0,0.01,1,1,-0.01,128,119,1,0.11,1683,22,162,-0.31,77,0.02,0.24,0.07,0
2340,5191,1,1,30,87,1,5,14,999,6,41,94,-36,0,30.16,0.2,23,988,-0.8,2,0.0,-0.56,83,0,0.02,0,0,0.06,448,163,1,-0.62,1552,27,213,-0.31,176,0.02,-0.1,-0.16,0
2341,5196,1,5,478,55,0,4,19,999,6,49,93,-42,0,15.49,-0.37,25,488,0.29,1,0.0,-0.13,44,0,0.02,1,0,-0.05,168,54,0,0.11,1147,1,55,-0.31,221,0.02,-0.13,-0.49,0
2342,5191,1,5,431,11,1,5,33,999,6,44,94,-36,1,37.07,-0.4,28,975,-0.8,4,0.01,-0.56,96,0,0.02,1,1,0.06,759,206,0,-0.62,1611,32,33,-0.31,410,0.02,-0.1,-0.49,0
2343,5228,0,5,6,99,1,5,52,999,2,52,94,-42,0,24.69,0.2,1,1809,-0.8,1,0.0,0.19,170,0,0.01,1,0,0.06,836,101,1,0.11,1297,24,119,-0.31,269,0.02,-0.1,-0.21,0
2344,5099,0,5,251,46,-2,1,34,999,9,26,93,-46,0,48.79,-0.4,22,1492,0.29,2,0.0,-0.56,125,2,0.02,1,0,-0.05,387,230,1,0.11,866,21,45,0.35,249,0.02,-0.1,-0.49,0
2345,5099,0,5,531,81,-2,1,69,999,4,43,93,-46,1,71.81,-0.04,23,857,0.29,2,0.0,-0.56,71,0,0.02,0,1,-0.05,343,222,1,-0.62,960,32,431,-0.31,399,0.02,-0.1,0.21,0
2346,5228,1,0,486,6,1,5,10,999,9,43,93,-36,0,38.76,0.2,11,904,0.29,4,0.01,-0.08,108,0,0.01,0,0,0.06,716,213,1,0.11,1305,4,134,-0.31,410,0.02,-0.1,0.07,0
2347,5228,0,6,18,63,1,5,59,999,10,26,94,-43,1,15.73,-0.22,12,970,0.29,2,0.01,-0.3,59,0,0.02,0,1,0.06,215,168,1,0.11,606,20,149,-0.31,496,0.02,-0.1,-0.03,0
2348,5099,1,0,387,55,-2,1,47,999,2,34,93,-46,0,28.09,-0.37,27,1039,0.29,1,0.01,-0.56,51,1,0.01,1,0,-0.01,730,111,1,0.11,508,32,162,0.35,259,0.02,-0.1,-0.49,0
2349,5191,0,6,606,77,1,5,7,999,5,24,94,-36,1,47.25,-0.04,7,1156,-0.8,2,0.0,-0.56,165,0,0.03,1,0,0.06,896,165,0,0.11,1075,32,401,-0.31,299,0.02,0.24,-0.21,0
2350,5191,1,1,968,14,1,5,65,999,0,33,94,-36,0,16.48,0.2,12,1627,-0.8,1,0.0,-0.56,163,0,0.0,1,1,-0.01,971,182,1,0.11,1670,2,92,-0.31,247,0.02,0.24,-0.26,0
2351,5228,1,5,429,69,1,5,65,999,0,38,94,-43,1,19.1,0.43,18,1155,0.29,8,0.0,-0.3,75,0,0.01,0,0,-0.01,640,21,1,0.11,1310,7,843,-0.31,306,0.02,0.24,-0.26,0
2352,5191,0,1,207,34,1,5,51,999,8,31,94,-36,1,1.39,-0.22,15,920,-0.8,2,0.0,-0.56,91,0,0.03,1,1,0.06,417,203,0,-0.62,1729,15,363,-0.31,318,0.02,-0.1,-0.49,0
2353,5228,1,0,652,95,1,5,48,999,2,32,94,-43,0,111.89,0.2,2,1447,0.29,1,0.01,-0.3,79,0,0.01,0,0,0.03,488,21,0,0.11,1643,7,668,-0.31,86,0.02,-0.13,0.21,0
2354,5009,0,6,997,2,-2,1,20,999,9,25,94,-35,1,11.37,0.43,26,229,0.29,2,0.0,0.51,89,1,0.02,0,0,0.06,128,38,0,0.11,776,25,131,0.35,333,0.02,0.24,-0.26,0
2355,5228,1,0,565,59,1,5,11,999,4,26,94,-43,0,49.08,0.2,13,1823,-0.8,5,0.0,-0.3,42,0,0.02,0,1,-0.05,983,101,1,0.11,696,33,342,-0.31,31,0.02,0.24,0.21,0
2356,5191,0,5,539,51,1,5,23,999,10,56,94,-36,0,37.03,-0.22,20,946,-0.8,2,0.0,-0.56,106,0,0.02,0,0,-0.05,974,165,0,0.11,1630,10,88,-0.31,31,0.02,-0.1,0.9,0
2357,5191,0,1,870,28,1,5,66,999,2,38,94,-36,0,46.28,-0.37,16,970,-0.8,9,0.0,-0.56,31,0,0.01,1,1,0.03,128,61,0,0.11,506,14,21,-0.31,35,0.02,-0.1,-0.49,0
2358,5018,0,0,161,71,-3,1,6,999,7,37,93,-30,0,70.51,-0.04,2,748,-0.8,1,0.01,-0.13,90,0,0.01,0,1,-0.01,111,90,0,0.11,596,18,136,-0.31,377,0.02,-0.1,0.21,0
2359,5228,1,1,681,40,1,5,0,999,9,22,94,-43,1,2.91,-0.4,30,1859,0.29,1,0.01,-0.3,90,0,0.02,0,1,0.06,816,19,1,0.11,1023,13,848,-0.31,373,-0.07,0.24,-0.49,1
2360,5228,1,1,396,9,1,5,13,999,3,50,94,-42,1,13.03,-0.4,25,1760,-0.8,6,0.0,0.19,106,0,0.03,0,0,-0.01,346,60,1,0.11,1524,13,128,-0.31,425,0.02,-0.1,-0.49,0
2361,5191,0,0,662,21,1,5,27,999,2,34,94,-36,1,63.43,-0.4,28,978,-0.8,1,0.0,-0.56,165,0,0.02,1,0,-0.05,164,177,1,0.11,828,19,606,-0.31,344,0.02,-0.1,-0.49,0
2362,5099,1,0,350,66,-2,1,2,999,9,35,93,-46,1,6.22,0.2,2,781,0.29,2,0.01,-0.56,44,0,0.01,0,1,0.06,473,136,1,0.11,1106,5,271,-0.31,273,0.02,0.24,0.07,0
2363,5099,0,0,447,95,-2,1,60,999,4,48,93,-46,0,5.73,-0.4,23,693,0.29,7,-0.18,-0.56,160,0,0.0,0,0,0.03,936,50,1,0.11,1184,15,67,-0.31,271,-0.18,-0.13,-0.21,0
2364,5228,0,0,961,20,1,5,28,999,8,25,94,-43,1,0.96,-0.04,9,756,0.29,1,0.0,-0.3,166,0,0.02,0,1,-0.05,371,161,1,0.11,594,26,95,-0.31,426,0.02,-0.1,0.21,0
2365,5099,1,1,885,76,-2,1,64,999,4,39,93,-46,0,6.57,-0.22,5,853,0.29,1,0.0,-0.56,73,0,0.01,0,1,0.03,560,90,1,0.11,1804,12,93,-0.31,416,0.02,0.24,-0.49,0
2366,5018,0,5,294,38,-3,1,58,999,10,52,92,-30,1,1.15,0.13,3,971,0.29,1,0.01,1.72,44,1,0.03,1,1,0.06,813,20,1,0.11,1069,21,211,0.35,14,-0.07,-0.1,0.07,1
2367,5228,1,5,802,5,1,5,55,999,1,48,93,-36,1,10.17,0.2,26,709,0.29,1,0.0,-0.08,105,0,0.03,0,1,-0.01,677,203,1,0.11,1077,25,239,-0.31,204,0.02,-0.1,0.07,0
2368,5099,1,0,142,81,-2,1,20,999,6,44,93,-47,0,14.98,-0.4,30,650,0.29,3,0.01,0.51,132,2,0.02,1,1,-0.01,857,172,0,-0.62,1626,26,225,0.35,187,0.02,0.24,-0.49,0
2369,5228,1,6,819,45,1,5,42,999,2,30,93,-36,0,9.04,0.13,13,208,0.29,2,0.01,-0.08,73,0,0.02,1,1,-0.05,531,118,0,0.11,760,29,178,-0.31,18,0.02,0.24,0.07,0
2370,5228,1,1,926,80,1,5,38,999,8,32,94,-42,0,13.09,-0.04,27,952,-0.8,1,0.0,0.19,146,0,0.03,1,0,-0.01,237,23,0,0.11,725,5,206,-0.31,433,0.02,-0.1,-0.16,0
2371,5196,1,5,577,45,0,4,7,999,8,52,93,-42,0,83.03,0.2,1,928,0.29,1,0.0,-0.13,75,1,0.02,1,1,-0.01,66,171,0,0.11,1641,25,115,0.35,374,0.02,-0.1,0.56,0
2372,5018,0,0,671,49,-3,1,53,999,5,44,92,-27,0,7.07,0.13,3,911,0.29,2,0.0,1.54,85,0,0.02,1,1,-0.01,807,15,0,0.11,1218,19,123,-0.31,211,0.02,0.24,-0.49,0
2373,5076,1,1,194,83,-3,1,45,3,7,29,92,-31,0,5.07,0.2,30,1025,0.29,3,0.01,-0.08,67,1,0.01,0,0,0.03,968,197,1,0.11,1843,31,254,2.69,354,-0.07,0.24,0.21,1
2374,5228,1,5,551,37,1,5,51,999,3,41,93,-36,0,27.05,0.2,29,1197,0.29,5,0.0,-0.08,35,0,0.02,1,0,-0.05,160,56,1,0.11,1849,24,85,-0.31,482,0.02,-0.1,0.21,0
2375,5191,1,1,72,12,1,5,39,999,5,26,94,-36,1,48.45,-0.04,27,85,-0.8,2,0.01,-0.56,143,0,0.01,0,1,-0.01,231,161,0,0.11,1424,21,305,-0.31,123,0.02,-0.1,0.07,0
2376,5228,1,1,751,99,1,5,70,999,8,32,93,-36,1,42.82,0.2,20,1099,0.29,1,0.01,-0.08,129,0,0.0,1,1,-0.01,617,153,1,0.11,714,18,233,-0.31,171,0.02,0.24,0.21,0
2377,5228,1,5,397,25,1,5,17,999,9,31,93,-36,1,1.86,0.2,22,883,0.29,2,0.01,-0.08,87,0,0.02,1,0,-0.01,961,217,0,0.11,597,14,191,-0.31,50,0.02,0.24,0.21,0
2378,5191,1,5,932,99,1,5,60,999,2,29,94,-36,0,21.2,-0.4,2,1248,-0.8,1,0.01,-0.56,142,0,0.03,1,1,-0.05,950,165,1,-0.62,1054,9,198,-0.31,101,0.02,0.24,0.21,0
2379,5191,1,0,194,94,1,5,13,999,7,58,94,-36,1,25.93,-0.22,24,1145,-0.8,3,0.01,-0.56,101,0,0.02,0,0,0.03,957,14,0,-0.62,771,22,148,-0.31,307,0.02,-0.1,-0.49,0
2380,5191,0,6,417,59,1,5,36,999,5,56,94,-36,1,37.35,-0.22,4,631,-0.8,1,-0.18,-0.56,79,0,0.02,1,1,-0.01,834,66,0,-0.62,540,8,272,-0.31,402,-0.18,-0.1,0.07,0
2381,5099,0,1,827,18,-2,1,39,999,4,23,93,-46,1,25.15,0.13,28,1686,0.29,3,0.01,-0.56,128,1,0.02,1,1,-0.01,296,126,1,0.11,503,15,136,0.35,130,0.02,0.24,-0.49,0
2382,5191,1,6,377,55,1,5,25,999,9,50,94,-36,0,50.89,0.13,6,1868,-0.8,2,0.01,-0.56,90,0,0.02,1,0,-0.01,345,198,0,0.11,1798,3,855,-0.31,383,0.02,-0.1,0.07,1
2383,5099,1,6,242,14,-2,1,41,999,5,29,93,-46,0,14.88,0.2,16,1466,0.29,1,0.01,-0.56,101,0,0.01,0,0,0.06,202,104,0,0.11,784,1,565,-0.31,50,0.02,-0.1,0.21,1
2384,5228,0,6,265,93,1,5,26,999,2,31,93,-36,0,17.09,0.2,28,1031,0.29,3,0.01,-0.08,155,0,0.02,0,0,0.03,408,177,1,0.11,564,32,140,-0.31,498,-0.07,0.24,0.21,0
2385,5228,1,1,515,87,1,5,34,999,6,48,93,-36,1,67.09,-0.22,26,748,0.29,1,0.0,-0.08,151,0,0.02,0,0,0.06,864,249,0,0.11,1557,13,248,-0.31,146,0.02,-0.1,-0.03,0
2386,5228,0,1,834,70,1,5,39,999,1,27,94,-43,0,5.83,0.43,2,344,0.29,4,-0.18,-0.3,75,0,0.0,0,1,-0.01,129,147,0,0.11,1697,15,81,-0.31,357,-0.18,0.24,-0.49,0
2387,5099,1,0,147,30,-2,1,17,999,8,24,93,-47,0,143.05,0.13,21,740,0.29,1,0.0,0.51,110,1,0.01,0,1,-0.01,273,112,0,0.11,1394,27,332,0.35,60,0.02,-0.13,0.07,0
2388,5191,0,1,226,24,1,5,34,999,6,35,94,-36,1,10.59,-0.04,9,992,-0.8,3,0.0,-0.56,110,0,0.01,0,1,-0.05,72,142,1,0.11,1259,4,208,-0.31,144,0.02,-0.1,0.07,0
2389,5228,0,6,509,56,1,5,2,999,5,42,94,-42,0,11.81,0.2,18,1269,-0.8,1,0.0,0.19,142,0,0.03,1,0,-0.01,82,173,0,-0.62,1034,33,228,-0.31,152,0.02,-0.1,0.07,0
2390,5099,0,6,129,71,-2,1,5,999,1,37,93,-46,0,19.06,-0.04,14,1227,0.29,3,0.0,-0.56,106,0,0.01,0,1,0.06,858,55,0,0.11,1335,22,14,-0.31,445,0.02,-0.1,0.21,0
2391,5228,0,6,300,12,1,5,31,999,3,33,93,-36,0,14.26,0.2,23,806,0.29,3,0.01,-0.08,57,0,0.01,0,0,-0.01,696,185,0,0.11,853,26,118,-0.31,130,0.02,-0.1,0.21,0
2392,5228,1,0,310,28,1,5,23,999,8,58,93,-36,1,97.48,0.2,21,1112,0.29,2,0.0,-0.08,79,0,0.03,0,0,0.06,809,8,1,0.11,1836,8,164,-0.31,233,0.02,-0.1,-0.16,0
2393,5228,1,6,5,8,1,5,4,999,4,54,94,-43,1,33.24,-0.4,10,964,0.29,1,0.01,-0.3,152,0,0.03,1,1,0.03,910,153,1,0.11,1255,10,148,-0.31,392,0.02,-0.1,0.9,0
2394,5196,0,6,850,53,0,4,69,999,0,54,93,-42,1,42.36,0.13,15,708,0.29,2,0.01,-0.13,103,0,0.0,1,1,-0.01,616,64,0,0.11,1017,22,149,-0.31,411,0.02,-0.1,0.07,0
2395,5228,1,6,202,33,1,5,49,999,5,39,93,-36,0,35.99,0.13,27,1703,0.29,1,0.0,-0.08,102,0,0.02,1,1,0.06,459,13,1,0.11,1505,24,71,-0.31,30,0.02,0.24,0.07,0
2396,5191,1,0,321,5,1,5,58,999,3,48,94,-36,1,7.07,-0.4,22,967,-0.8,3,0.0,-0.56,129,0,0.02,0,0,0.03,308,84,0,-0.62,244,18,517,-0.31,428,0.02,-0.1,0.21,0
2397,5099,0,1,165,49,-2,1,59,999,1,34,93,-47,0,8.87,-0.22,5,837,0.29,5,0.0,0.51,15,0,0.0,0,0,-0.01,460,165,1,0.11,1552,28,204,-0.31,378,0.02,-0.13,-0.49,0
2398,5099,0,5,833,87,-2,1,53,999,9,28,93,-46,0,46.6,-0.4,14,901,0.29,3,0.0,-0.56,193,0,0.03,0,0,-0.05,949,58,1,-0.62,1277,23,77,-0.31,195,0.02,0.24,-0.49,0
2399,5228,1,5,884,71,1,5,24,999,4,30,93,-36,1,19.73,-0.04,7,1256,0.29,1,0.0,-0.08,69,0,0.02,1,0,-0.01,910,220,0,0.11,972,23,72,-0.31,99,0.02,0.24,0.21,0
2400,5228,0,6,157,67,1,5,13,999,0,59,94,-42,1,51.79,0.13,19,368,-0.8,8,0.01,0.19,106,0,0.0,0,1,-0.01,246,224,1,0.11,1351,32,77,-0.31,246,0.02,-0.1,0.9,0
2401,5228,1,0,129,2,1,5,31,999,7,29,94,-43,1,29.65,-0.04,13,1392,0.29,2,0.01,-0.3,82,0,0.01,0,1,-0.01,745,127,0,-0.62,1062,7,139,-0.31,55,0.02,0.24,0.21,0
2402,5191,1,6,82,34,1,5,63,999,6,25,94,-36,1,1.44,-0.04,5,1207,-0.8,1,0.0,-0.56,112,0,0.01,1,0,-0.01,720,40,1,0.11,393,26,498,-0.31,184,0.02,-0.1,0.21,0
2403,5018,1,6,527,41,-3,1,56,999,3,47,92,-30,1,18.9,-0.04,8,1261,0.29,1,0.01,1.72,79,1,0.02,0,0,-0.01,366,66,1,0.11,1269,27,159,0.35,72,0.02,-0.13,0.21,0
2404,5228,1,6,970,37,1,5,19,999,7,32,93,-36,1,9.78,0.2,11,373,0.29,3,0.0,-0.08,140,0,0.0,1,1,-0.01,172,168,0,0.11,770,30,301,-0.31,22,-0.07,-0.1,0.21,0
2405,5228,1,5,953,45,1,5,30,999,8,30,94,-42,0,64.0,-0.37,12,618,-0.8,1,0.0,0.19,36,0,0.01,1,1,-0.01,187,60,1,0.11,1388,3,338,-0.31,415,0.02,-0.1,-0.49,0
2406,5018,0,5,354,52,-3,1,56,999,8,24,92,-27,0,4.92,0.2,11,1649,0.29,1,0.0,1.54,30,0,0.01,1,1,-0.05,34,51,0,0.11,1577,19,197,-0.31,397,0.02,0.24,0.07,0
2407,4964,0,1,626,44,-1,1,2,999,0,58,94,-38,1,1.22,-0.04,21,397,0.29,1,0.0,1.72,44,2,0.01,1,0,0.06,569,175,0,0.11,1051,25,145,0.35,57,0.02,-0.1,-0.66,0
2408,5191,1,1,674,85,1,5,38,999,7,44,94,-36,1,3.22,0.2,11,902,-0.8,2,0.0,-0.56,142,0,0.01,0,1,-0.05,548,186,1,0.11,1176,29,158,-0.31,43,0.02,-0.1,-0.16,0
2409,5018,0,6,45,78,-3,1,68,999,7,36,92,-30,0,3.54,0.2,24,1604,0.29,2,0.01,1.72,120,0,0.01,1,0,-0.01,921,6,1,0.11,322,32,28,-0.31,453,-0.07,-0.1,0.21,0
2410,5191,1,5,829,57,1,5,65,999,6,33,94,-36,0,19.18,-0.4,24,1377,-0.8,1,0.01,-0.56,94,0,0.01,1,1,-0.01,418,51,0,0.11,1496,3,355,-0.31,384,0.02,-0.13,-0.26,0
2411,5228,1,5,688,43,1,5,65,999,7,31,94,-43,1,59.41,-0.04,0,1572,0.29,6,0.0,-0.3,137,0,0.0,1,0,0.06,286,133,0,0.11,1175,21,42,-0.31,353,0.02,0.24,-0.49,0
2412,5228,1,0,387,35,1,5,6,999,7,38,94,-42,1,15.56,0.2,7,753,-0.8,1,0.01,0.19,152,0,0.02,1,0,-0.01,536,60,1,-0.62,1188,15,992,-0.31,123,0.02,0.24,0.21,1
2413,5228,1,1,658,45,1,5,18,999,6,35,93,-36,0,2.38,0.2,2,1020,0.29,4,0.01,-0.08,87,0,0.01,1,0,0.03,764,139,0,0.11,974,7,108,-0.31,51,0.02,-0.1,-0.16,0
2414,5099,0,5,180,38,-2,1,37,999,3,29,93,-46,1,10.71,-0.4,15,47,0.29,2,0.0,-0.56,172,0,0.0,1,0,-0.01,748,42,0,0.11,544,19,202,-0.31,261,0.02,-0.1,-0.49,0
2415,5228,0,5,804,98,1,5,21,999,0,58,94,-43,0,17.78,0.2,28,1079,0.29,1,0.01,-0.3,91,0,0.02,0,0,0.06,413,39,1,0.11,973,23,260,-0.31,215,0.02,-0.1,-0.16,0
2416,5191,1,1,494,32,1,5,6,999,4,43,94,-36,1,0.08,-0.22,3,960,-0.8,3,0.01,-0.56,54,0,0.02,0,0,-0.01,56,69,0,0.11,847,32,269,-0.31,444,0.02,-0.1,-0.49,0
2417,5228,1,0,755,68,1,5,22,999,2,55,93,-36,1,26.57,-0.22,1,1464,0.29,5,-0.18,-0.08,75,0,0.01,0,0,0.03,511,93,0,-0.62,1208,33,169,-0.31,40,-0.18,-0.1,-0.26,0
2418,5191,1,0,866,60,1,5,68,999,5,53,94,-36,0,17.43,0.2,1,549,-0.8,1,0.01,-0.56,34,0,0.03,0,1,-0.01,318,240,1,-0.62,1157,20,186,-0.31,430,0.02,-0.1,-0.16,0
2419,5228,1,5,674,78,1,5,48,999,7,38,94,-43,0,6.01,-0.4,12,242,0.29,3,0.01,-0.3,78,0,0.01,0,0,-0.01,827,221,1,0.11,495,2,215,-0.31,367,0.02,-0.1,-0.66,0
2420,5228,1,1,435,55,1,5,44,999,2,36,94,-43,0,41.87,0.13,2,730,0.29,4,0.0,-0.3,107,0,0.03,1,1,0.03,96,223,1,0.11,705,18,54,-0.31,248,0.02,0.24,0.07,0
2421,5228,0,1,367,21,1,5,14,999,7,56,93,-36,0,2.66,0.13,3,1864,0.29,2,0.0,-0.08,90,0,0.01,1,1,-0.01,445,118,0,0.11,701,7,139,-0.31,492,0.02,-0.1,0.9,0
2422,5191,0,6,514,2,1,5,45,999,5,32,94,-36,0,1.29,0.2,17,697,-0.8,2,0.0,-0.56,66,0,0.03,0,0,0.03,489,212,1,0.11,229,31,99,-0.31,315,0.02,-0.1,0.21,0
2423,5228,1,1,517,24,1,5,62,999,5,48,93,-36,0,17.64,-0.4,4,713,-0.8,2,0.01,-0.08,104,0,0.01,0,0,-0.01,635,225,1,0.11,1092,24,67,-0.31,277,0.02,-0.1,-0.49,0
2424,5018,1,1,805,96,-3,1,51,999,6,31,93,-30,0,3.17,0.2,22,990,-0.8,4,0.0,-0.13,28,0,0.02,0,1,0.06,613,58,0,0.11,1059,0,57,-0.31,56,0.02,-0.1,0.07,0
2425,5228,1,6,913,95,1,5,58,999,5,50,93,-36,0,13.96,-0.22,5,776,0.29,1,0.01,-0.08,30,0,0.01,1,1,0.06,324,241,1,-0.62,1356,30,311,-0.31,335,0.02,-0.1,-0.26,0
2426,5228,1,1,751,19,1,5,53,999,8,38,94,-42,0,38.02,-0.04,9,1230,-0.8,7,0.01,0.19,68,0,0.02,0,1,0.06,473,189,1,-0.62,1084,0,25,-0.31,106,0.02,-0.1,-0.21,0
2427,5228,1,6,71,24,1,5,35,999,2,34,94,-42,0,36.93,0.2,21,906,-0.8,16,0.0,0.19,148,0,0.01,1,1,0.03,326,229,0,-0.62,708,5,17,-0.31,84,0.02,0.24,0.21,0
2428,5099,1,6,246,60,-2,1,50,999,4,41,93,-46,1,20.03,-0.22,17,1662,0.29,1,0.01,-0.56,119,2,0.01,0,0,-0.01,291,144,1,0.11,1421,24,234,0.35,44,0.02,-0.1,-0.49,0
2429,5228,1,6,828,28,1,5,40,999,2,51,93,-36,1,75.78,0.2,5,781,0.29,1,0.01,-0.08,69,0,0.02,1,0,0.03,299,75,1,0.11,392,12,386,-0.31,495,0.02,-0.1,-0.16,0
2430,5191,0,0,823,56,1,5,59,999,9,26,94,-36,1,68.65,-0.04,16,92,-0.8,2,0.0,-0.56,77,0,0.02,0,1,-0.01,596,178,1,0.11,958,17,619,-0.31,35,0.02,0.24,0.21,1
2431,5018,1,0,791,75,-3,1,34,3,6,34,92,-30,0,3.47,0.2,7,927,0.29,3,0.0,1.72,147,2,0.0,1,1,-0.01,569,193,0,0.11,1960,18,260,2.69,425,0.02,0.24,0.21,1
2432,5099,1,6,516,25,-2,1,58,999,6,41,93,-47,1,20.1,0.2,13,1055,0.29,1,0.01,0.51,60,0,0.01,1,0,0.03,397,117,1,-0.62,590,11,139,-0.31,351,-0.07,-0.1,0.07,0
2433,5076,1,1,864,17,-3,1,17,4,8,41,93,-41,1,52.07,0.13,4,886,0.29,1,-0.18,0.19,196,3,0.02,0,0,-0.01,130,19,1,0.11,861,30,318,2.69,226,-0.18,-0.1,0.07,1
2434,5228,0,5,233,54,1,5,54,999,3,26,94,-42,0,34.66,-0.4,13,985,-0.8,1,0.01,0.19,18,0,0.0,1,0,-0.05,501,135,1,0.11,567,0,71,-0.31,403,0.02,-0.1,-0.49,0
2435,5099,1,5,290,23,-2,1,64,999,2,32,93,-46,0,39.32,-0.37,17,898,0.29,1,0.01,-0.56,162,0,0.03,0,1,-0.05,147,184,1,-0.62,1258,15,459,-0.31,135,0.02,-0.1,-0.49,1
2436,5099,0,6,969,54,-2,1,59,999,6,49,93,-46,1,33.98,-0.37,9,1174,0.29,1,0.0,-0.56,143,0,0.01,1,1,-0.01,516,159,1,-0.62,533,9,354,-0.31,202,-0.07,-0.1,-0.49,0
2437,5228,0,6,638,24,1,5,4,999,1,39,93,-36,1,13.63,-0.04,13,1546,0.29,2,0.0,-0.08,89,0,0.0,1,1,0.06,839,171,1,0.11,633,6,225,-0.31,355,0.02,-0.1,0.07,0
2438,5228,1,1,528,66,1,5,54,999,7,38,94,-42,1,23.42,-0.4,15,564,-0.8,4,-0.18,0.19,55,0,0.01,0,0,-0.01,728,144,1,0.11,1127,32,144,-0.31,453,-0.18,-0.1,-0.49,0
2439,5228,0,6,442,44,1,5,14,999,6,52,94,-43,1,25.01,0.13,26,1118,0.29,2,0.0,-0.3,111,0,0.01,0,0,-0.01,93,87,1,0.11,678,29,867,-0.31,131,0.02,-0.13,0.9,0
2440,5228,0,6,871,30,1,5,20,999,5,57,94,-43,1,14.45,0.2,29,1235,0.29,2,0.0,-0.3,95,0,0.01,1,1,0.03,514,110,0,0.11,1228,9,1441,-0.31,200,-0.07,-0.1,-0.26,1
2441,5228,1,1,572,61,1,5,22,999,4,38,94,-42,0,28.31,0.2,4,1246,-0.8,5,0.0,0.19,97,0,0.01,1,0,0.06,332,124,0,0.11,556,12,100,-0.31,409,0.02,-0.1,-0.03,0
2442,5099,1,6,241,96,-2,1,69,999,7,31,93,-46,0,29.49,-0.04,21,1005,0.29,2,0.0,-0.56,84,1,0.03,0,0,0.03,486,244,0,0.11,1450,28,172,0.35,217,0.02,-0.1,0.21,0
2443,5228,1,6,565,96,1,5,18,999,3,57,94,-43,0,28.38,-0.22,18,1605,0.29,3,0.0,-0.3,44,0,0.02,0,1,-0.01,248,203,1,-0.62,1096,14,42,-0.31,475,0.02,-0.1,-0.49,0
2444,5099,1,5,973,29,-2,1,48,999,1,42,93,-46,1,1.01,0.13,12,1427,0.29,1,-0.18,-0.56,114,0,0.03,1,0,-0.01,327,22,0,-0.62,1226,26,665,-0.31,215,-0.18,-0.1,-0.26,0
2445,5228,1,6,237,8,1,5,10,999,3,32,94,-43,1,26.63,-0.04,20,941,0.29,1,0.01,-0.3,124,0,0.0,0,0,-0.05,687,91,0,0.11,927,14,154,-0.31,236,0.02,-0.1,0.21,0
2446,5191,0,5,990,27,1,5,41,999,4,31,94,-36,0,37.22,-0.4,20,862,-0.8,2,0.01,-0.56,170,0,0.01,0,1,-0.01,860,244,0,0.11,1153,17,97,-0.31,99,0.02,-0.1,-0.49,0
2447,5196,1,5,417,87,0,4,32,999,1,32,93,-42,0,47.39,-0.04,20,1006,0.29,1,0.01,-0.13,94,0,0.0,0,1,0.03,144,192,1,0.11,964,18,356,-0.31,480,0.02,-0.1,-0.66,0
2448,5228,0,1,167,56,1,5,35,999,8,40,94,-42,0,47.5,0.43,22,996,-0.8,1,0.01,0.19,84,0,0.02,0,0,-0.01,933,104,1,0.11,1651,31,170,-0.31,92,0.02,-0.1,-0.16,0
2449,5228,0,6,166,77,1,5,62,999,6,58,94,-42,1,67.04,-0.22,7,1551,-0.8,2,0.01,0.19,71,0,0.0,1,1,-0.01,110,246,0,-0.62,852,3,570,-0.31,428,0.02,-0.1,-0.49,1
2450,5228,0,1,268,62,1,5,52,999,10,44,94,-42,1,35.23,0.2,16,1954,-0.8,1,0.01,0.19,54,0,0.02,1,0,0.03,8,56,0,0.11,1120,28,351,-0.31,135,0.02,-0.1,0.21,0
2451,5228,0,1,708,93,1,5,3,999,8,46,94,-42,0,10.23,0.43,2,503,-0.8,1,0.01,0.19,102,0,0.0,0,1,-0.01,894,168,0,-0.62,1762,9,86,-0.31,441,0.02,-0.1,-0.66,0
2452,5099,0,5,256,76,-2,1,56,999,8,47,93,-47,0,36.97,-0.37,12,678,0.29,2,0.01,0.51,124,1,0.02,0,0,0.03,561,189,1,-0.62,829,6,399,0.35,251,0.02,-0.1,0.21,0
2453,5099,0,6,686,13,-2,2,25,999,9,44,93,-50,0,15.14,-0.37,25,467,0.29,1,0.01,2.41,68,0,0.02,0,0,0.03,544,28,1,0.11,1060,25,218,-0.31,428,-0.07,-0.1,-0.16,0
2454,5196,0,1,116,86,0,4,49,999,1,39,93,-42,0,17.11,-0.04,20,1014,0.29,1,0.0,-0.13,132,0,0.0,1,0,-0.05,951,115,0,0.11,1510,26,138,-0.31,417,0.02,-0.1,0.21,0
